dhkf⇥	卽使
(方𠂉矢魚,MxLdEuXl,zú,CJK-B)	𩺯
(魚魚,XlXl,yú_wú,CJK-B)	𩺰
(魚匚⺿𠂇口,XlEhWhIq,nì,CJK-B)	𩺱
(魚木人氺,XlAjSiHg,qī,CJK-B)	𩺲
(魚⺿氵小丿,XlWhHgCk,,CJK-B)	𩺳
(魚廿巾入入,XlXkUwXj,,CJK-B)	𩺴
(魚⺿辛,XlWhJt,shēn,CJK-B)	𩺵
(魚匕矢欠,XlHsEuFy,,CJK-B)	𩺶
(魚田艹,XlSlWhPc,,CJK-B)	𩺷
(未攵厂魚,JxRyOyXl,,CJK-B)	𩺸
(魚甫方,XlGnMx,,CJK-B)	𩺹
(魚白匕旡,XlDyHsUe,,CJK-B)	𩺺
(魚⺷皿,XlIdBk,,CJK-B)	𩺻
(魚甫辶,XlGnLt,bū,CJK-B)	𩺼
(魚口夂,XlWnIqJt,,CJK-B)	𩺽
(束攵魚,UhRyXl,,CJK-B)	𩺾
(魚音儿,XlArAh,,CJK-B)	𩺿
(魚方𠂉矢,XlMxLdEu,,CJK-B)	𩻀
(魚艹日大,XlWhJeXi,,CJK-B)	𩻁
(魚口十囗口,XlIqGlIq,,CJK-B)	𩻂
(魚山宀示,XlDsErDd,,CJK-B)	𩻃
(魚罒,XlYtKt,,CJK-B)	𩻄
(魚十戈业,XlGlIeOq,,CJK-B)	𩻅
(魚而亼龴,XlUaTuNd,,CJK-B)	𩻆
(谷攵魚,PuRyXl,,CJK-B)	𩻇
(魚㐅木殳,XlOsAjQi,,CJK-B)	𩻈
(土八土丸魚,BmVyBmXl,,CJK-B)	𩻉
(而瓦魚,UaFnXl,,CJK-B)	𩻊
(魚日丷𢎨,XlJeVyUv,kūn,CJK-B)	𩻋
(魚禾刂木,XlZpKgAj,lí,CJK-B)	𩻌
(尸示寸魚,MzDdLwXl,,CJK-B)	𩻍
(魚予丿丿囚,XlMaCkCv,guā,CJK-B)	𩻎
(魚文厂生,XlWmOyDh,,CJK-B)	𩻏
(魚丿龱八夂,XlCkLwJt,,CJK-B)	𩻐
(魚米立,XlMgYq,,CJK-B)	𩻑
(魚⺮立,XlZiYq,,CJK-B)	𩻒
(魚艹人禾,XlWhSiZp,,CJK-B)	𩻓
(魚扌斤辶,XlPcOzLt,,CJK-B)	𩻔
(魚酉冖儿,XlTiErAh,,CJK-B)	𩻕
(魚亻匚日女,XlKjEhSm,yǎn,CJK-B)	𩻖
(魚立口阝,XlYqIqTj,bù,CJK-B)	𩻗
(魚門月,XlAcMd,jiàn,CJK-B)	𩻘
(魚吅䒑,XlRuVyIa,,CJK-B)	𩻙
(魚𠂉卌一灬,XlLdDsYv,wú,CJK-B)	𩻚
(魚旡旡日,XlUeUeJe,cén_jīn,CJK-B)	𩻛
(木人人犬魚,AjSiSiXl,lín,CJK-B)	𩻜
(魚巳巳龷八,XlDuDuVy,zhuàn,CJK-B)	𩻝
(魚而而,XlUaUa,,CJK-B)	𩻞
(魚爫丿ヿヿヿ灬,XlToCkYv,huī,CJK-B)	𩻟
(魚日罒方,XlJeYtMx,,CJK-B)	𩻠
(魚立里,XlYqDn,tóng,CJK-B)	𩻡
(亻人人人人厂魚,KjSiSiXl,zhǎ,CJK-B)	𩻢
(魚尸子子子,XlMzYdYd,,CJK-B)	𩻣
(魚黑,XlUc,hēi,CJK-B)	𩻤
(魚彳聿廴,XlJbUaVv,,CJK-B)	𩻥
(魚厶厶厶人⺗,XlNdNdNg,,CJK-B)	𩻦
(魚⺿田木,XlWhSlAj,guǒ,CJK-B)	𩻧
(魚虫囗,XlJwUdIq,,CJK-B)	𩻨
(魚止止止,XlLdLdLd,,CJK-B)	𩻩
(尚攵魚,XyRyXl,,CJK-B)	𩻪
(魚夕㐄米,XlXuGjMg,,CJK-B)	𩻫
(魚壴彡,XlHsBl,,CJK-B)	𩻬
(魚士冖豆,XlMfErEi,,CJK-B)	𩻭
(魚艹艹,XlWhPcWh,,CJK-B)	𩻮
(木人人攵魚,AjSiSiXl,,CJK-B)	𩻯
(魚手,XlXyPc,,CJK-B)	𩻰
(魚日小,XlJeWnOt,jǐng,CJK-B)	𩻱
(魚冂人,XlZvSiDm,,CJK-B)	𩻲
(魚禾木,XlZpKgAj,,CJK-B)	𩻳
(魚丿皿丿,XlCkBkHg,,CJK-B)	𩻴
(魚亼口羽,XlTuIqEh,dié,CJK-B)	𩻵
(魚人人人人日,XlSiSiJe,,CJK-B)	𩻶
(月丷夫力魚,MdVySvXl,yíng,CJK-B)	𩻷
(魚氺辶,XlSiHgLt,,CJK-B)	𩻸
(魚十日十月,XlGlJeMd,,CJK-B)	𩻹
(魚非心,XlDmNg,,CJK-B)	𩻺
(魚大丷日小,XlXiVyOt,,CJK-B)	𩻻
(魚彑矢匕,XlSiHsHs,zhì,CJK-B)	𩻼
(魚田一,XlUaSlFh,,CJK-B)	𩻽
(魚門日,XlAcJe,,CJK-B)	𩻾
(魚木人人犬,XlAjSiLe,,CJK-B)	𩻿
(魚囗韋,XlUdIw,,CJK-B)	𩼀
(魚耂日阝,XlRiJeTj,,CJK-B)	𩼁
(魚𠂇工⺼辶,XlGlNvLt,wěi,CJK-B)	𩼂
(魚卝句攵,XlWhTqRy,,CJK-B)	𩼃
(罒魚火火,YtXlYvYv,jì,CJK-B)	𩼄
(魚曲辰,XlRwQn,rǒng,CJK-B)	𩼅
(魚衣里,XlOrDn,,CJK-B)	𩼆
(魚歺又米,XlQmWiMg,,CJK-B)	𩼇
(魚丿冂丿米大,XlCkZvXi,ào_yǒu,CJK-B)	𩼈
(魚田,XlXySl,dāng_hān,CJK-B)	𩼉
({赢框}魚,OrXl,luó,CJK-B)	𩼊
(魚业䒑未,XlOqVyJx,yè,CJK-B)	𩼋
(魚{微框}几,XlYaPs,wēi,CJK-B)	𩼌
(魚彑矢匕,XlSiHsHs,,CJK-B)	𩼍
(魚辟,XlRk,,CJK-B)	𩼎
(阝𠂇工𠂇工魚,TjGlNvXl,,CJK-B)	𩼏
(丿𠂇工魚,CkUsGlXl,,CJK-B)	𩼐
(魚⺿䒑幺幺,XlWhVyBl,,CJK-B)	𩼑
(魚土人人囗口,XlBmSiIq,qiáng,CJK-B)	𩼒
(魚罒土,XlYtBmId,,CJK-B)	𩼓
(魚广䒑,XlGpVyYv,,CJK-B)	𩼔
(魚凵八夂,XlMgZvJt,,CJK-B)	𩼕
(魚厂,XlYqOyYv,,CJK-B)	𩼖
(魚禾火心,XlZpYvNg,,CJK-B)	𩼗
(魚⺿戊一口,XlWhUcIq,,CJK-B)	𩼘
(魚艹日勹亾,XlWhJeXc,gé,CJK-B)	𩼙
(魚艹卩,XlWhTpWj,jì,CJK-B)	𩼚
(魚十日十人干,XlGlJeLr,,CJK-B)	𩼛
(魚木冂貝,XlAjZvIc,,CJK-B)	𩼜
(魚甘,XlXyMz,,CJK-B)	𩼝
(魚里虫,XlDnJw,,CJK-B)	𩼞
(魚罒勹虫,XlYtSnJw,,CJK-B)	𩼟
(⺈用刀牛魚,RlQlKgXl,,CJK-B)	𩼠
(屮凵方攵魚,IaZvMxXl,,CJK-B)	𩼡
(辟髟口木,RkBeIqAj,,CJK-B)	𩼢
(魚冎口辶,XlFvIqLt,,CJK-B)	𩼣
(魚亠囗口禾,XlUeUdZp,,CJK-B)	𩼤
(⺿大勹魚,WhXiIdXl,,CJK-B)	𩼥
(魚耳又丿,XlQgWiHg,zòu,CJK-B)	𩼦
(魚宀一貝,XlErFhIc,,CJK-B)	𩼧
(魚匕矢龴疋,XlHsEuKf,yí,CJK-B)	𩼨
(魚火火夕㐄,XlYvYvGj,,CJK-B)	𩼩
(氵魚魚,HgXlXl,,CJK-B)	𩼪
(⺷魚龷日,IdXlXkJe,zhǎ,CJK-B)	𩼫
(魚⺿甫寸,XlWhGnLw,,CJK-B)	𩼬
(而大瓦魚,UaXiFnXl,liè,CJK-B)	𩼭
(龷八魚又𠂇⺝,XkVyXlMd,,CJK-B)	𩼮
(魚囗十田寸,XlUdGlLw,,CJK-B)	𩼯
(魚艹幺幺心,XlWhBlNg,,CJK-B)	𩼰
(魚束貝,XlUhIc,,CJK-B)	𩼱
(魚工貝心,XlNvIcNg,,CJK-B)	𩼲
(魚臣𠂉一皿,XlDzLdBk,,CJK-B)	𩼳
(厂日⺼犬魚,OyJeMdXl,yè,CJK-B)	𩼴
(魚宀吕儿夂,XlErNfJt,,CJK-B)	𩼵
(魚宀羽人彡,XlErEhBl,,CJK-B)	𩼶
(魚业⺷寸,XlOqIdLw,,CJK-B)	𩼷
(业⺷寸魚,OqIdLwXl,,CJK-B)	𩼸
(一ㄅ丨魚,WiFhPvXl,,CJK-B)	𩼹
(魚艹人口,XlWhSiIq,,CJK-B)	𩼺
(艹魚虍且,WhXlQbRh,,CJK-B)	𩼻
(魚广里八土,XlGpDnBm,zhān,CJK-B)	𩼼
(魚禾人氺,XlZpKgHg,,CJK-B)	𩼽
(魚幺一火,XlWiBlYv,,CJK-B)	𩼾
(魚亻人人人人一⺝,XlKjSiMd,,CJK-B)	𩼿
(魚言隹,XlMeVh,chóu,CJK-B)	𩽀
(魚鹿灬,XlCuYv,biāo,CJK-B)	𩽁
(魚米夕㐄阝,XlMgXuTj,,CJK-B)	𩽂
(魚⺿夕又米,XlWhXuMg,,CJK-B)	𩽃
(魚斤斤貝,XlOzOzIc,,CJK-B)	𩽄
(魚十戈非一,XlGlIeFh,,CJK-B)	𩽅
(魚士罒貝,XlMfYtIc,xù,CJK-B)	𩽆
(魚心夂,XlWvNgJt,yōu,CJK-B)	𩽇
(魚魚日,XlXlJe,,CJK-B)	𩽈
(魚疒臼丨又,XlXuWiWi,,CJK-B)	𩽉
(魚石石石,XlQqQqQq,,CJK-B)	𩽊
(魚口丨女攵,XlSfIqRy,,CJK-B)	𩽋
(魚山隹,XlDsVhZv,,CJK-B)	𩽌
(魚歺又非一,XlQmWiFh,xiè,CJK-B)	𩽍
(魚虫貝辶,XlJwIcLt,wéi,CJK-B)	𩽎
(魚厂禾禾止,XlOyZpLd,lì,CJK-B)	𩽏
(魚歺又食,XlQmWiOz,,CJK-B)	𩽐
(木米冫欠魚,AjMgLvXl,,CJK-B)	𩽑
(魚廿口匕灬,XlXkIqYv,,CJK-B)	𩽒
(束刀貝魚,UhKgIcXl,,CJK-B)	𩽓
(魚耒辰寸,XlFuQnLw,,CJK-B)	𩽔
(魚⺮隹又,XlZiVhWi,,CJK-B)	𩽕
(魚⺮馬,XlZiGb,,CJK-B)	𩽖
(魚王予丿冂八口,XlGiMaIq,,CJK-B)	𩽗
(⺮大勹魚,ZiXiIdXl,,CJK-B)	𩽘
(魚旡日一,XlTpUeFh,,CJK-B)	𩽙
(魚{微框}糸,XlYaHt,,CJK-B)	𩽚
(魚⺿氵甫寸,XlWhHgLw,bó,CJK-B)	𩽛
(魚宀井足,XlErBzUz,jiǎn,CJK-B)	𩽜
(魚匕匕兔,XlZhHsZh,chán,CJK-B)	𩽝
(魚罒丷𢎨,XlYtHgUv,kūn,CJK-B)	𩽞
(巾巾魚虍日一,UwUwXlFh,,CJK-B)	𩽟
(魚十戈鳥,XlGlIeTl,,CJK-B)	𩽠
(魚卝句攵手,XlWhTqPc,qíng,CJK-B)	𩽡
(魚貝貝女,XlIcIcSm,,CJK-B)	𩽢
(魚⺮罒戊丶,XlZiYtOe,,CJK-B)	𩽣
(魚酉鬼,XlTiBy,,CJK-B)	𩽤
(魚門束丷,XlAcUhVy,,CJK-B)	𩽥
(鱼厂黑土,EiOyUcBm,,CJK-B)	𩽦
(魚隹隹又,XlVhVhWi,shuāng,CJK-B)	𩽧
(魚山隹冂八口,XlDsVhIq,xī,CJK-B)	𩽨
(魚目目隹,XlGyGyVh,qú,CJK-B)	𩽩
(魚耳耳耳,XlQgQgQg,,CJK-B)	𩽪
(⺶工魚龷日,IdNvXlJe,,CJK-B)	𩽫
(魚虍目,XlQbGyNb,,CJK-B)	𩽬
(魚⺿臣𠂉一皿,XlWhDzBk,,CJK-B)	𩽭
(魚⺿臣,XlWhUcDz,,CJK-B)	𩽮
(魚丿龱一火,XlWiCkYv,,CJK-B)	𩽯
(魚罒糹隹,XlYtHtVh,luó,CJK-B)	𩽰
(魚亠囗口日一虫,XlUeUdJw,,CJK-B)	𩽱
(魚自穴方辶,XlCjZiLt,,CJK-B)	𩽲
(魚黑,XlXyUc,dǎng,CJK-B)	𩽳
(魚吅厂ヿ耳攵,XlRuOyRy,nián,CJK-B)	𩽴
(魚彑虫虫,XlSiKtJw,lǐ,CJK-B)	𩽵
(魚⺊𱕻日口凵亅,XlDhLwKs,,CJK-B)	𩽶
(魚革月,XlTfGoMd,bà,CJK-B)	𩽷
(魚飠土土土一儿,XlOzBmAh,,CJK-B)	𩽸
(鱼及,EiKd,è,CJK-B)	𩽹
(鱼夫,EiSv,fū,CJK-B)	𩽺
(鱼八乂,EiVyOs,fù,CJK-B)	𩽻
(鱼冖车,EiErYf,hǔn,CJK-B)	𩽼
(鱼宀丿七,EiErCkLn,zhà,CJK-B)	𩽽
(鱼宀女,EiErSm,ān,CJK-B)	𩽾
(鱼夕夕,EiXuXu,,CJK-B)	𩽿
(鱼古,EiQm,,CJK-B)	𩾀
(鱼一氺丶,EiFhHgOe,qiú,CJK-B)	𩾁
(鱼寸,EiZhLw,chóu,CJK-B)	𩾂
(鱼儿,EiZhAh,miǎn,CJK-B)	𩾃
(鱼⺄十辶,EiPvGlLt,xùn,CJK-B)	𩾄
(鱼兔,EiZh,tù,CJK-B)	𩾅
(鱼氵尸匕,EiHgMzHs,ní,CJK-B)	𩾆
(鱼虎,EiQb,hu,CJK-B)	𩾇
(鱼⺊一小又,EiDhFhWi,shū,CJK-B)	𩾈
(鱼大人人,EiXiSiSi,,CJK-B)	𩾉
(鱼疋⺝,EiKfMd,xū,CJK-B)	𩾊
(鱼千里,EiHcDn,zhòng,CJK-B)	𩾋
(鱼广氺,EiGpSiHg,kāng,CJK-B)	𩾌
(鱼歺又米,EiQmWiMg,,CJK-B)	𩾍
(鱼心夂,EiWvNgJt,,CJK-B)	𩾎
(一鳥,FhTl,,CJK-B)	𩾏
(鳥乚,TlPv,,CJK-B)	𩾐
(丿鳥,CkTl,,CJK-B)	𩾑
(鳥了,TlFu,xiāo,CJK-B)	𩾒
(鳥卩,TlWj,xiāo,CJK-B)	𩾓
(七鳥,LnTl,cì,CJK-B)	𩾔
(匕鳥,HsTl,chì,CJK-B)	𩾕
(鳥乃,TlVi,,CJK-B)	𩾖
(𠃌㇀鳥,PvFhTl,diāo_jiāo,CJK-B)	𩾗
(㐅鳥,OsTl,yì,CJK-B)	𩾘
(鳥七,TlLn,,CJK-B)	𩾙
(丁鳥,UeTl,dīng,CJK-B)	𩾚
(九鳥,DpTl,,CJK-B)	𩾛
(鳥力,TlAu,,CJK-B)	𩾜
(鳥干,TlLr,hàn_yàn,CJK-B)	𩾝
(丸鳥,TkTl,wán,CJK-B)	𩾞
(小鳥,OtTl,,CJK-B)	𩾟
(己鳥,JcTl,yǐ,CJK-B)	𩾠
(鳥勹丶,TlSnOe,bào,CJK-B)	𩾡
(弋鳥,NdTl,yì_yuān,CJK-B)	𩾢
(巛鳥,JvTl,,CJK-B)	𩾣
(⺊乙鳥,DhJgTl,,CJK-B)	𩾤
(𠂉乙鳥,LdJgTl,,CJK-B)	𩾥
(广鳥,GpTl,,CJK-B)	𩾦
(鳥川,TlJv,xùn,CJK-B)	𩾧
(几丶鳥,PsOeTl,,CJK-B)	𩾨
(鳥己,TlJc,,CJK-B)	𩾩
(大鳥,XiTl,,CJK-B)	𩾪
(鳥弓,TlOd,,CJK-B)	𩾫
(鳥工,TlNv,xiáng,CJK-B)	𩾬
(千鳥,HcTl,,CJK-B)	𩾭
(丿厶鳥,CkNdTl,,CJK-B)	𩾮
(氵鳥,HgTl,,CJK-B)	𩾯
(止鳥,LdTl,,CJK-B)	𩾰
(鳥卩,TlNgWj,,CJK-B)	𩾱
(勹鳥,SnBlTl,,CJK-B)	𩾲
(鳥一丨㇗𠃌,TlFhKsPv,bí,CJK-B)	𩾳
(鳥人,TlSiKg,,CJK-B)	𩾴
(尤鳥,GhTl,,CJK-B)	𩾵
(鳥及,TlKd,jié,CJK-B)	𩾶
(戈鳥,IeTl,gē,CJK-B)	𩾷
(厂人鳥,OySiTl,zè_yàn,CJK-B)	𩾸
(亻鳥,KjHsTl,,CJK-B)	𩾹
(井鳥,BzTl,zhèn,CJK-B)	𩾺
(气鳥,FqTl,hú,CJK-B)	𩾻
(水鳥,HgTl,xī,CJK-B)	𩾼
(鳥心,TlNg,xīn,CJK-B)	𩾽
(乂乂鳥,OsOsTl,xiāo_jiāo,CJK-B)	𩾾
(八乂鳥,VyOsTl,fù,CJK-B)	𩾿
(口丨鳥,IqKsTl,zhòng,CJK-B)	𩿀
(鳥犬,TlLe,,CJK-B)	𩿁
(毛鳥,OuTl,mào,CJK-B)	𩿂
(勹冫鳥,SnLvTl,xīn,CJK-B)	𩿃
(爿鳥,NbTl,qiāng,CJK-B)	𩿄
(𠂇厶鳥,GlNdTl,,CJK-B)	𩿅
(土乙鳥,BmJgTl,,CJK-B)	𩿆
(戶鳥,FkTl,,CJK-B)	𩿇
(八刀鳥,VyKgTl,fén_fēn,CJK-B)	𩿈
(鳥八刀,TlVyKg,bān,CJK-B)	𩿉
(月鳥,MdTl,huān,CJK-B)	𩿊
(鳥刀刀,TlKgKg,,CJK-B)	𩿋
(亼㇗鳥,TuPvTl,,CJK-B)	𩿌
(一彑鳥,FhSiTl,,CJK-B)	𩿍
(予鳥,MaTl,,CJK-B)	𩿎
(又又鳥,WiWiTl,,CJK-B)	𩿏
(鳥一巾,TlFhUw,,CJK-B)	𩿐
(旡鳥,UeTl,jiāo,CJK-B)	𩿑
(一幺鳥,FhBlTl,,CJK-B)	𩿒
(鳥牛,TlLz,bào,CJK-B)	𩿓
(⺁又鳥,OyWiTl,yā,CJK-B)	𩿔
(人人鳥,SiSiTl,yáo,CJK-B)	𩿕
(鳥勹二,TlSnRl,,CJK-B)	𩿖
(予鳥,MaTl,,CJK-B)	𩿗
(鳥毛,TlOu,,CJK-B)	𩿘
(鳥戈,TlIe,,CJK-B)	𩿙
(鳥斗,TlPf,,CJK-B)	𩿚
(犬鳥,LeTl,xì,CJK-B)	𩿛
(十艹鳥,GlWhTl,,CJK-B)	𩿜
(匚コ鳥,EhEhTl,jù,CJK-B)	𩿝
(乍鳥,ElTl,,CJK-B)	𩿞
(土厶鳥,BmNdTl,qù,CJK-B)	𩿟
(鳥戉,TlUc,yuè,CJK-B)	𩿠
(鳥厶口,TlNdIq,tái,CJK-B)	𩿡
(丶王鳥,OeGiTl,tǒu,CJK-B)	𩿢
(一木鳥,FhAjTl,mò,CJK-B)	𩿣
(木乚鳥,AjPvTl,zhá,CJK-B)	𩿤
(⺈小鳥,RlOtTl,qú,CJK-B)	𩿥
(口八鳥,IqVyTl,,CJK-B)	𩿦
(亻寸鳥,KjLwTl,fū,CJK-B)	𩿧
(一鳥,OzFhTl,,CJK-B)	𩿨
(屮凵鳥,IaZvTl,qú_duó,CJK-B)	𩿩
(斤丶鳥,OzOeTl,chì,CJK-B)	𩿪
(厂干鳥,OyLrTl,,CJK-B)	𩿫
(由鳥,IsTl,yóu,CJK-B)	𩿬
(山一ㄅ鳥,DsFhPvTl,,CJK-B)	𩿭
(コ鳥,EhSiTl,,CJK-B)	𩿮
(木丶鳥,AjOeTl,,CJK-B)	𩿯
(戉鳥,UcTl,,CJK-B)	𩿰
(王丶鳥,GiOeTl,,CJK-B)	𩿱
(未鳥,JxTl,,CJK-B)	𩿲
(一止鳥,FhLdTl,,CJK-B)	𩿳
(鳥弓冫,TlOdLv,,CJK-B)	𩿴
(鳥古,TlQm,,CJK-B)	𩿵
(冂大鳥,ZvXiTl,,CJK-B)	𩿶
(示鳥,DdTl,tí,CJK-B)	𩿷
(工一ㄅ鳥,NvFhPvTl,,CJK-B)	𩿸
(土厶鳥,BmNdTl,,CJK-B)	𩿹
(瓦鳥,FnTl,wā,CJK-B)	𩿺
(匕鳥,NbHsTl,,CJK-B)	𩿻
(鳥甲,TlSt,,CJK-B)	𩿼
(𠂉也鳥,LdHeTl,tuó,CJK-B)	𩿽
(用鳥,QlTl,,CJK-B)	𩿾
(⺈彐鳥,RlSiTl,chú,CJK-B)	𩿿
(勹巳鳥,SnDuTl,,CJK-B)	𪀀
(鳥力口,TlAuIq,gē,CJK-B)	𪀁
(鳥幺力,TlBlAu,,CJK-B)	𪀂
(鳥工卩,TlNvWj,,CJK-B)	𪀃
(⺊口鳥,DhIqTl,,CJK-B)	𪀄
(瓜鳥,QjTl,,CJK-B)	𪀅
(亻士鳥,KjMfTl,,CJK-B)	𪀆
(鳥不一,TlCiFh,,CJK-B)	𪀇
(夕⺋鳥,XuWjTl,yuān,CJK-B)	𪀈
(可鳥,ZjTl,gē_kě,CJK-B)	𪀉
(鳥句,TlTq,qú,CJK-B)	𪀊
(甲,TlSt,,CJK-B)	𪀋
(鳥甲,TlSt,,CJK-B)	𪀌
(鳥氏一,TlQuFh,,CJK-B)	𪀍
(口鳥,IqOsTl,,CJK-B)	𪀎
(鳥匚コ,TlEhEh,jù_jiū,CJK-B)	𪀏
(鳥丿之,TlCkDo,,CJK-B)	𪀐
(疋鳥,KfTl,,CJK-B)	𪀑
(鳥至,TlCy,dié,CJK-B)	𪀒
(鳥夕夕,TlXuXu,yí,CJK-B)	𪀓
(鳥土寸,TlBmLw,shī,CJK-B)	𪀔
(日㇂丿鳥,JePvCkTl,yì,CJK-B)	𪀕
(⺊一小鳥,DhFhOtTl,,CJK-B)	𪀖
(⺈厂⺋鳥,RlOyWjTl,guǐ,CJK-B)	𪀗
(匚斤鳥,EhOzTl,jiàng,CJK-B)	𪀘
(日人鳥,JeSiTl,,CJK-B)	𪀙
(鳥戈𠂇,TlIeGl,sōng,CJK-B)	𪀚
(工几丶鳥,NvPsOeTl,qióng,CJK-B)	𪀛
(木冂鳥,AjZvTl,,CJK-B)	𪀜
(䒑鳥,VyIaTl,è_yuān,CJK-B)	𪀝
(亡鳥,XcJvTl,huāng,CJK-B)	𪀞
(囗口鳥,UdIqTl,huí,CJK-B)	𪀟
(鳥勹日,TlSnJe,xún,CJK-B)	𪀠
(丰刀鳥,ZhKgTl,,CJK-B)	𪀡
(亻犬鳥,KjLeTl,,CJK-B)	𪀢
(㐅木鳥,OsAjTl,jú,CJK-B)	𪀣
(鳥氵工,TlHgNv,,CJK-B)	𪀤
(宀丿七鳥,ErCkLnTl,zhái,CJK-B)	𪀥
(弋工鳥,NdNvTl,chì,CJK-B)	𪀦
(老鳥,RiTl,lǎo,CJK-B)	𪀧
(幺幺鳥,BlBlTl,,CJK-B)	𪀨
(夕夕鳥,XuXuTl,qí_dàn_chú,CJK-B)	𪀩
(亻木鳥,KjAjTl,xiū,CJK-B)	𪀪
(彐彐鳥,SiSiTl,,CJK-B)	𪀫
(𠂇火鳥,GlYvTl,huī,CJK-B)	𪀬
(冂一口鳥,ZvFhIqTl,tóng,CJK-B)	𪀭
(女子鳥,SmYdTl,,CJK-B)	𪀮
(光鳥,SjTl,,CJK-B)	𪀯
(衣鳥,OrTl,,CJK-B)	𪀰
(宀大鳥,ErXiTl,,CJK-B)	𪀱
(丷夫鳥,VySvTl,,CJK-B)	𪀲
(鳥米,TlMg,,CJK-B)	𪀳
(鳥聿,TlUa,,CJK-B)	𪀴
(戈𠂇鳥,IeGlTl,,CJK-B)	𪀵
(七木鳥,LnAjTl,,CJK-B)	𪀶
(⺧儿鳥,LzAhTl,,CJK-B)	𪀷
(鳥弋工,TlNdNv,,CJK-B)	𪀸
(西鳥,QpTl,,CJK-B)	𪀹
(鳥⺊一女,TlDhFhSm,fù,CJK-B)	𪀺
(牜匕鳥,LzHsTl,,CJK-B)	𪀻
(亻王鳥,KjGiTl,,CJK-B)	𪀼
(勹日鳥,SnJeTl,xún_xīn,CJK-B)	𪀽
(夕㐄鳥,XuGjTl,jié,CJK-B)	𪀾
(米鳥,MgTl,mǐ,CJK-B)	𪀿
(聿鳥,UaTl,yù,CJK-B)	𪁀
(又木鳥,WiAjTl,,CJK-B)	𪁁
(亠鳥,UeYvTl,,CJK-B)	𪁂
(亻牛鳥,KjLzTl,,CJK-B)	𪁃
(鳥士口,TlMfIq,,CJK-B)	𪁄
(⺈巴鳥,RlEwTl,,CJK-B)	𪁅
(鳥⺁一口,TlOyFhIq,,CJK-B)	𪁆
(儿鳥,PdAhTl,,CJK-B)	𪁇
(广土鳥,GpBmTl,zhuāng_zhuàng,CJK-B)	𪁈
(鳥六乂,TlCaOs,jiāo,CJK-B)	𪁉
(扌斤鳥,PcOzTl,zhì_zhé,CJK-B)	𪁊
(戊𠃌鳥,UcPvTl,chéng,CJK-B)	𪁋
(土鳥,BmYvTl,,CJK-B)	𪁌
(土厶力鳥,BmNdAuTl,jié,CJK-B)	𪁍
(⺌⺼鳥,OtMdTl,xiāo,CJK-B)	𪁎
(山亼乛鳥,DsTuPvTl,chén,CJK-B)	𪁏
(禾刂鳥,ZpKgTl,lí,CJK-B)	𪁐
(八口儿鳥,VyIqAhTl,yuè,CJK-B)	𪁑
(鳥龙,TlJhBl,,CJK-B)	𪁒
(士心鳥,MfNgTl,zhì,CJK-B)	𪁓
(宀牛鳥,ErLzTl,láo,CJK-B)	𪁔
(氵丿大鳥,HgCkXiTl,wò,CJK-B)	𪁕
(一氺丶鳥,FhHgOeTl,qú,CJK-B)	𪁖
(鳥口巴,TlIqEw,,CJK-B)	𪁗
(氵王鳥,HgGiTl,wāng,CJK-B)	𪁘
(五口鳥,JiIqTl,,CJK-B)	𪁙
(鳥,WnTl,yī,CJK-B)	𪁚
(彳殳鳥,JbQiTl,yì,CJK-B)	𪁛
(丶艮鳥,OeTpTl,láng,CJK-B)	𪁜
(氏口鳥,QuIqTl,,CJK-B)	𪁝
(豆鳥,EiTl,tóu,CJK-B)	𪁞
(亼乛口鳥,TuPvIqTl,ān_hàn,CJK-B)	𪁟
(氵人鳥,HgEhSiTl,jué,CJK-B)	𪁠
(㐅𠂇子鳥,OsGlYdTl,yàn,CJK-B)	𪁡
(阝方鳥,TjMxTl,,CJK-B)	𪁢
(口木鳥,IqAjTl,,CJK-B)	𪁣
(白儿鳥,DyAhTl,,CJK-B)	𪁤
(豕鳥,KtTl,jù,CJK-B)	𪁥
(鳥⺁二巾,TlOyRlUw,,CJK-B)	𪁦
(辰鳥,QnTl,zhèn_chén,CJK-B)	𪁧
(鳥口巴,TlIqEw,,CJK-B)	𪁨
(鳥丷𢎨,TlVyUv,zhì_tí,CJK-B)	𪁩
(龙鳥,JhBlTl,mǎng,CJK-B)	𪁪
(鳥戈廾,TlIeWh,,CJK-B)	𪁫
(匕矢鳥,HsEuTl,,CJK-B)	𪁬
(鳥甫,TlGn,,CJK-B)	𪁭
(禾乃鳥,ZpViTl,xiù,CJK-B)	𪁮
(鳥⺁⺊一卜,TlOyDhDh,,CJK-B)	𪁯
(豸鳥,LzTl,,CJK-B)	𪁰
(广木鳥,GpAjTl,chuáng,CJK-B)	𪁱
(衤刀鳥,OrKgTl,chū,CJK-B)	𪁲
(口丿口鳥,IqCkIqTl,,CJK-B)	𪁳
(鳥谷,TlPu,,CJK-B)	𪁴
(尸𠃌口鳥,MzPvIqTl,,CJK-B)	𪁵
(寸辶鳥,LwLtTl,,CJK-B)	𪁶
(鳥心丿山,TlNgCkDs,,CJK-B)	𪁷
(鳥⺷儿,TlIdAh,qiāng,CJK-B)	𪁸
(鳥,TlDm,fēi,CJK-B)	𪁹
(尚鳥,XyTl,cháng_chǎng,CJK-B)	𪁺
(木斤鳥,AjOzTl,,CJK-B)	𪁻
